ID xsim ysim
10 12.1 5.0618
10 23.7 1.8001
11 0 0.11217
11 0.25 1.8116
11 0.5 3.893
11 0.98 6.6634
11 1.98 8.6893
11 3.6 9.2699
11 5.02 8.9313
11 7.03 5.0273
11 9.03 5.0116
11 12.12 3.3318
11 24.08 1.5797
12 0 -0.60224
12 0.25 5.2049
12 0.5 7.511
12 1 9.3297
12 2 11.73
12 3.52 9.0644
12 5.07 7.3365
12 7.07 8.5459
12 9.03 5.4892
12 12.05 5.2487
12 24.15 1.7902
1 0 -0.5092
1 0.25 0.43554
1 0.57 3.3887
1 1.12 3.6384
1 2.02 5.7147
1 3.82 6.3931
1 5.1 6.6155
1 7.03 5.6289
1 9.05 4.1754
1 12.12 3.1381
1 24.37 1.4976
2 0 0.30764
2 0.27 3.8252
2 0.52 6.7112
2 1 10.169
2 1.92 8.9652
2 3.5 6.4475
2 5.02 7.1757
2 7.03 5.3189
2 9 5.7753
2 12 5.0263
2 24.3 1.863
3 0 0.38638
3 0.27 4.0727
3 0.58 7.5815
3 1.02 9.7249
3 2.02 7.8695
3 3.62 8.3709
3 5.08 9.5112
3 7.07 7.8489
3 9 6.448
3 12.15 5.3834
3 24.17 2.3237
4 0 0.072464
4 0.35 0.61666
4 0.6 1.2522
4 1.07 3.2286
4 2.13 4.2887
4 3.5 3.5898
4 5.02 4.6308
4 7.02 5.4314
4 9.02 5.4121
4 11.98 4.2776
4 24.65 0.98859
5 0 0.36819
5 0.3 4.3701
5 0.52 7.6028
5 1 8.5269
5 2.02 13.89
5 3.5 9.5143
5 5.02 9.5394
5 7.02 9.8854
5 9.1 7.9177
5 12 5.2471
5 24.35 2.0195
6 0 -0.21304
6 0.27 7.412
6 0.58 10.252
6 1.15 9.5496
6 2.03 7.7952
6 3.57 6.9417
6 5 5.6198
6 7 3.953
6 9.22 5.5292
6 12.1 3.2904
6 23.85 1.5711
7 0 -0.020185
7 0.25 3.7934
7 0.5 5.8881
7 1.02 9.1772
7 2.02 9.5474
7 3.48 10.568
7 5 9.1196
7 6.98 6.5094
7 9 5.2247
7 12.05 4.8316
7 24.22 1.7895
8 0 0.48824
8 0.25 3.1425
8 0.52 6.3505
8 0.98 7.1344
8 2.02 6.8124
8 3.53 5.8066
8 5.05 6.3518
8 7.15 4.7557
8 9.07 3.0352
8 12.1 3.2564
8 24.12 1.0749
9 0 -0.080635
9 0.3 3.1427
9 0.63 4.9706
9 1.05 5.7618
9 2.02 6.264
9 3.53 4.9246
9 5.02 4.8531
9 7.17 3.7167
9 8.8 3.276
9 11.6 3.348
9 24.43 0.98151
10 0 0.091652
10 0.37 10.458
10 0.77 12.328
10 1.02 9.6154
10 2.05 8.2463
10 3.55 9.107
10 5.05 6.7036
10 7.08 6.4327
10 9.38 5.0516
10 12.1 2.9469
10 23.7 1.2574
11 0 -0.029633
11 0.25 4.3647
11 0.5 5.5897
11 0.98 9.0627
11 1.98 8.8449
11 3.6 8.4561
11 5.02 5.7684
11 7.03 6.9995
11 9.03 4.6113
11 12.12 3.146
11 24.08 1.5885
12 0 0.14294
12 0.25 1.4829
12 0.5 1.9956
12 1 3.6019
12 2 6.0719
12 3.52 7.8769
12 5.07 7.7442
12 7.07 7.7102
12 9.03 5.4359
12 12.05 5.4571
12 24.15 2.4235
1 0 -0.076709
1 0.25 4.9139
1 0.57 5.6199
1 1.12 8.2188
1 2.02 7.9109
1 3.82 6.7835
1 5.1 6.5101
1 7.03 5.1972
1 9.05 5.1729
1 12.12 3.0626
1 24.37 2.341
2 0 0.18511
2 0.27 2.4053
2 0.52 4.7235
2 1 5.1625
2 1.92 7.0085
2 3.5 8.9487
2 5.02 7.3681
2 7.03 5.753
2 9 5.4888
2 12 4.1098
2 24.3 1.0359
3 0 -0.088012
3 0.27 2.3269
3 0.58 3.7622
3 1.02 5.9792
3 2.02 7.6837
3 3.62 8.524
3 5.08 7.9399
3 7.07 8.3144
3 9 6.9613
3 12.15 5.1342
3 24.17 2.4157
4 0 0.13504
4 0.35 3.7337
4 0.6 6.3625
4 1.07 7.4021
4 2.13 8.0244
4 3.5 8.6321
4 5.02 6.1476
4 7.02 6.7794
4 9.02 4.9019
4 11.98 4.9867
4 24.65 0.89642
5 0 0.14989
5 0.3 4.6419
5 0.52 6.5388
5 1 5.3833
5 2.02 9.903
5 3.5 9.3105
5 5.02 7.0791
5 7.02 7.2623
5 9.1 4.643
5 12 3.5132
5 24.35 0.68904
6 0 -0.18908
6 0.27 4.7079
6 0.58 6.0783
6 1.15 7.0248
6 2.03 5.3595
6 3.57 5.5752
6 5 6.0064
6 7 3.4105
6 9.22 2.8312
6 12.1 2.3171
6 23.85 0.58323
7 0 0.043434
7 0.25 7.8698
7 0.5 12.455
7 1.02 8.6923
7 2.02 10.551
7 3.48 9.9185
7 5 7.7883
7 6.98 6.3957
7 9 4.855
7 12.05 4.3379
7 24.22 2.0756
8 0 -0.049533
8 0.25 5.0781
8 0.52 8.0577
8 0.98 7.6067
8 2.02 9.0243
8 3.53 7.6872
8 5.05 7.6768
8 7.15 6.5512
8 9.07 5.0683
8 12.1 4.3409
8 24.12 1.8177
9 0 -0.34446
9 0.3 5.2985
9 0.63 5.498
9 1.05 6.8278
9 2.02 5.5583
9 3.53 7.1944
9 5.02 4.2218
9 7.17 5.4279
9 8.8 3.945
9 11.6 2.9789
9 24.43 1.1402
10 0 0.21684
10 0.37 3.8625
10 0.77 6.2325
10 1.02 7.947
10 2.05 6.4101
10 3.55 7.5313
10 5.05 7.3542
10 7.08 6.0131
10 9.38 4.4568
10 12.1 2.7218
10 23.7 1.6464
11 0 -0.206
11 0.25 1.6547
11 0.5 3.9523
11 0.98 4.9825
11 1.98 6.9638
11 3.6 7.9128
11 5.02 6.3014
11 7.03 5.5825
11 9.03 5.371
11 12.12 3.7851
11 24.08 1.2423
12 0 0.055416
12 0.25 3.3373
12 0.5 6.7845
12 1 8.3481
12 2 10.436
12 3.52 8.786
12 5.07 6.724
12 7.07 6.8752
12 9.03 5.9714
12 12.05 4.1068
12 24.15 1.2958
1 0 -0.11181
1 0.25 2.5015
1 0.57 5.5646
1 1.12 5.0655
1 2.02 7.5665
1 3.82 5.7584
1 5.1 4.8411
1 7.03 4.4774
1 9.05 3.9934
1 12.12 2.418
1 24.37 1.1621
2 0 0.2005
2 0.27 -0.060464
2 0.52 1.1861
2 1 1.2064
2 1.92 2.7302
2 3.5 3.8929
2 5.02 4.5553
2 7.03 3.7995
2 9 4.2536
2 12 3.5921
2 24.3 1.5604
3 0 -0.1009
3 0.27 4.1055
3 0.58 7.7629
3 1.02 8.2174
3 2.02 11.195
3 3.62 11.171
3 5.08 9.2249
3 7.07 8.038
3 9 8.7544
3 12.15 5.7873
3 24.17 2.8507
4 0 -0.16908
4 0.35 4.9894
4 0.6 6.7161
4 1.07 9.3168
4 2.13 10.048
4 3.5 7.7449
4 5.02 8.0539
4 7.02 5.7766
4 9.02 5.7401
4 11.98 4.488
4 24.65 1.3965
5 0 0.12299
5 0.3 5.1797
5 0.52 8.0396
5 1 9.6776
5 2.02 10.085
5 3.5 9.2054
5 5.02 8.3404
5 7.02 6.3061
5 9.1 6.5306
5 12 5.1541
5 24.35 1.7453
6 0 0.37944
6 0.27 1.7861
6 0.58 2.703
6 1.15 5.8196
6 2.03 5.5828
6 3.57 5.8676
6 5 6.4112
6 7 4.4767
6 9.22 4.2653
6 12.1 3.0283
6 23.85 0.80954
7 0 -0.028047
7 0.25 2.0774
7 0.5 4.5287
7 1.02 6.8565
7 2.02 12.661
7 3.48 11.93
7 5 7.8803
7 6.98 8.6393
7 9 6.5703
7 12.05 5.6925
7 24.22 2.6315
8 0 0.19859
8 0.25 2.351
8 0.52 3.519
8 0.98 4.3406
8 2.02 5.4096
8 3.53 7.5105
8 5.05 5.9876
8 7.15 5.665
8 9.07 4.8294
8 12.1 2.845
8 24.12 0.73625
9 0 -0.40346
9 0.3 1.715
9 0.63 4.1935
9 1.05 4.4723
9 2.02 6.0921
9 3.53 7.1546
9 5.02 5.1011
9 7.17 4.6078
9 8.8 5.3279
9 11.6 3.2072
9 24.43 2.7249
10 0 0.078049
10 0.37 7.367
10 0.77 11.033
10 1.02 10.917
10 2.05 10.5
10 3.55 9.9912
10 5.05 7.4704
10 7.08 7.8974
10 9.38 6.418
10 12.1 4.5022
10 23.7 1.5866
11 0 0.48347
11 0.25 1.4132
11 0.5 3.2514
11 0.98 5.0762
11 1.98 8.5934
11 3.6 7.687
11 5.02 6.609
11 7.03 7.8916
11 9.03 6.2366
11 12.12 5.2641
11 24.08 1.4393
12 0 -0.2502
12 0.25 2.7982
12 0.5 6.107
12 1 6.8148
12 2 9.083
12 3.52 7.0378
12 5.07 5.9822
12 7.07 6.2536
12 9.03 5.2791
12 12.05 4.172
12 24.15 1.4345
1 0 0.3771
1 0.25 2.465
1 0.57 5.2867
1 1.12 4.6205
1 2.02 4.584
1 3.82 4.3418
1 5.1 2.43
1 7.03 2.515
1 9.05 1.3926
1 12.12 1.2013
1 24.37 0.11872
2 0 0.042739
2 0.27 3.4113
2 0.52 5.9125
2 1 7.8669
2 1.92 6.022
2 3.5 7.439
2 5.02 6.2171
2 7.03 4.7139
2 9 3.6292
2 12 2.7768
2 24.3 0.47242
3 0 -0.24501
3 0.27 2.0566
3 0.58 3.9064
3 1.02 5.6093
3 2.02 7.8981
3 3.62 9.2621
3 5.08 5.5752
3 7.07 5.5488
3 9 4.1913
3 12.15 4.6838
3 24.17 1.2414
4 0 -0.051911
4 0.35 1.977
4 0.6 2.3183
4 1.07 3.2511
4 2.13 6.6855
4 3.5 8.3005
4 5.02 8.7305
4 7.02 6.4099
4 9.02 4.0877
4 11.98 4.5132
4 24.65 1.5757
5 0 0.2179
5 0.3 2.2029
5 0.52 3.702
5 1 7.183
5 2.02 7.1254
5 3.5 7.7637
5 5.02 6.5827
5 7.02 6.3555
5 9.1 4.2602
5 12 4.1714
5 24.35 0.99406
6 0 0.46158
6 0.27 6.6896
6 0.58 7.5943
6 1.15 7.7565
6 2.03 7.0234
6 3.57 5.4002
6 5 4.8884
6 7 4.0117
6 9.22 2.8065
6 12.1 2.4566
6 23.85 0.47867
7 0 0.37178
7 0.25 2.3581
7 0.5 3.302
7 1.02 5.148
7 2.02 7.5713
7 3.48 7.367
7 5 5.1022
7 6.98 4.269
7 9 4.467
7 12.05 3.5868
7 24.22 0.99462
8 0 0.20428
8 0.25 4.4583
8 0.52 6.2072
8 0.98 10.454
8 2.02 9.2854
8 3.53 7.9374
8 5.05 7.2926
8 7.15 7.3202
8 9.07 5.2137
8 12.1 5.5751
8 24.12 1.996
9 0 -0.11
9 0.3 2.0698
9 0.63 4.9338
9 1.05 5.2298
9 2.02 7.0168
9 3.53 5.9041
9 5.02 4.7556
9 7.17 4.3397
9 8.8 3.8319
9 11.6 2.7024
9 24.43 0.29957
10 0 0.064859
10 0.37 0.66542
10 0.77 2.7676
10 1.02 1.6682
10 2.05 2.4322
10 3.55 4.6419
10 5.05 4.4805
10 7.08 4.1135
10 9.38 3.0964
10 12.1 3.2543
10 23.7 1.4193
11 0 -0.020079
11 0.25 4.6814
11 0.5 7.7711
11 0.98 9.7088
11 1.98 8.8989
11 3.6 8.7297
11 5.02 7.0274
11 7.03 5.6419
11 9.03 4.0073
11 12.12 3.3082
11 24.08 0.92311
12 0 0.39748
12 0.25 10.522
12 0.5 14.402
12 1 10.023
12 2 9.8459
12 3.52 10.79
12 5.07 10.018
12 7.07 6.8112
12 9.03 7.9357
12 12.05 4.5487
12 24.15 2.5661
1 0 -0.14548
1 0.25 4.3242
1 0.57 6.374
1 1.12 7.769
1 2.02 8.8187
1 3.82 8.1238
1 5.1 6.83
1 7.03 6.3463
1 9.05 6.0793
1 12.12 3.496
1 24.37 1.6517
2 0 -0.0046068
2 0.27 2.973
2 0.52 3.5183
2 1 6.7451
2 1.92 5.4064
2 3.5 7.0808
2 5.02 4.9359
2 7.03 4.5905
2 9 3.6757
2 12 2.734
2 24.3 0.31319
3 0 0.099118
3 0.27 3.7247
3 0.58 10.731
3 1.02 10.676
3 2.02 12.102
3 3.62 11.421
3 5.08 8.157
3 7.07 8.2944
3 9 6.4241
3 12.15 6.2168
3 24.17 1.985
4 0 0.18315
4 0.35 4.215
4 0.6 6.5717
4 1.07 7.2726
4 2.13 6.8831
4 3.5 8.0097
4 5.02 5.976
4 7.02 4.1483
4 9.02 4.5221
4 11.98 3.1475
4 24.65 0.74564
5 0 0.17606
5 0.3 1.4701
5 0.52 2.0432
5 1 4.814
5 2.02 6.8414
5 3.5 8.6579
5 5.02 8.1978
5 7.02 8.1869
5 9.1 7.4723
5 12 6.0739
5 24.35 3.7939
6 0 0.36866
6 0.27 2.7464
6 0.58 3.715
6 1.15 6.6592
6 2.03 7.2865
6 3.57 7.7969
6 5 5.1173
6 7 3.2324
6 9.22 3.068
6 12.1 3.1312
6 23.85 1.6082
7 0 -0.23803
7 0.25 6.3469
7 0.5 10.212
7 1.02 10.7
7 2.02 13.671
7 3.48 11.846
7 5 8.9996
7 6.98 6.791
7 9 7.5047
7 12.05 5.8046
7 24.22 2.6237
8 0 0.10243
8 0.25 2.8887
8 0.52 5.027
8 0.98 7.248
8 2.02 10.255
8 3.53 7.0083
8 5.05 5.9959
8 7.15 4.9037
8 9.07 4.4135
8 12.1 3.5588
8 24.12 0.90369
9 0 0.47441
9 0.3 0.92536
9 0.63 1.8557
9 1.05 3.0608
9 2.02 4.6563
9 3.53 3.3523
9 5.02 3.1781
9 7.17 3.1657
9 8.8 2.8624
9 11.6 1.985
9 24.43 0.21533
10 0 -0.16884
10 0.37 0.95769
10 0.77 2.6232
10 1.02 3.7029
10 2.05 5.6682
10 3.55 8.5895
10 5.05 8.9005
10 7.08 7.1313
10 9.38 8.5111
10 12.1 5.9244
10 23.7 2.8346
11 0 0.067977
11 0.25 3.0418
11 0.5 6.867
11 0.98 7.3589
11 1.98 9.6598
11 3.6 6.5289
11 5.02 7.8013
11 7.03 7.2633
11 9.03 5.5887
11 12.12 5.4322
11 24.08 1.8837
12 0 -0.22215
12 0.25 5.2862
12 0.5 10.873
12 1 9.9746
12 2 10.019
12 3.52 8.4515
12 5.07 8.6661
12 7.07 6.4957
12 9.03 5.5331
12 12.05 2.752
12 24.15 1.315
1 0 0.0018656
1 0.25 2.9029
1 0.57 5.1946
1 1.12 4.6648
1 2.02 6.4121
1 3.82 5.6524
1 5.1 4.3633
1 7.03 3.8935
1 9.05 2.9169
1 12.12 2.3929
1 24.37 0.7603
2 0 -0.33525
2 0.27 2.4579
2 0.52 4.6106
2 1 6.2953
2 1.92 6.8667
2 3.5 6.8103
2 5.02 7.1073
2 7.03 6.0016
2 9 6.258
2 12 4.0176
2 24.3 1.1683
3 0 -0.58835
3 0.27 4.7628
3 0.58 6.6236
3 1.02 8.5492
3 2.02 8.4806
3 3.62 9.4
3 5.08 7.5012
3 7.07 6.8217
3 9 5.545
3 12.15 5.1862
3 24.17 1.6817
4 0 0.17799
4 0.35 4.2259
4 0.6 3.5149
4 1.07 6.6855
4 2.13 6.2794
4 3.5 3.9755
4 5.02 5.46
4 7.02 4.8765
4 9.02 3.0817
4 11.98 3.4152
4 24.65 1.0461
5 0 0.0289
5 0.3 4.1456
5 0.52 5.3481
5 1 7.5727
5 2.02 9.7148
5 3.5 10.884
5 5.02 7.584
5 7.02 5.4043
5 9.1 5.3103
5 12 4.9746
5 24.35 1.2485
6 0 0.27486
6 0.27 1.6488
6 0.58 2.93
6 1.15 3.4786
6 2.03 5.6136
6 3.57 5.9814
6 5 6.321
6 7 6.0061
6 9.22 3.6914
6 12.1 3.9825
6 23.85 1.236
7 0 0.16578
7 0.25 7.7078
7 0.5 8.9607
7 1.02 12.091
7 2.02 7.8911
7 3.48 8.3011
7 5 8.6384
7 6.98 7.026
7 9 5.9545
7 12.05 4.4161
7 24.22 1.7624
8 0 -0.059444
8 0.25 1.6703
8 0.52 3.2545
8 0.98 5.7245
8 2.02 6.3181
8 3.53 7.022
8 5.05 4.8347
8 7.15 5.1761
8 9.07 5.486
8 12.1 2.806
8 24.12 1.2789
9 0 0.11246
9 0.3 2.0177
9 0.63 2.1877
9 1.05 3.5679
9 2.02 6.1556
9 3.53 5.2072
9 5.02 4.4045
9 7.17 4.1141
9 8.8 4.305
9 11.6 3.3279
9 24.43 0.6226
10 0 -0.14875
10 0.37 7.5978
10 0.77 9.4552
10 1.02 9.3835
10 2.05 7.1918
10 3.55 7.3369
10 5.05 5.3956
10 7.08 4.4261
10 9.38 3.7529
10 12.1 3.4943
10 23.7 1.1269
11 0 0.48972
11 0.25 1.8104
11 0.5 3.0378
11 0.98 5.5393
11 1.98 6.2569
11 3.6 7.0532
11 5.02 6.5726
11 7.03 5.0807
11 9.03 3.937
11 12.12 3.2195
11 24.08 1.0739
12 0 0.25255
12 0.25 2.4157
12 0.5 2.9145
12 1 5.1856
12 2 8.8219
12 3.52 5.9252
12 5.07 9.0319
12 7.07 6.4787
12 9.03 6.5263
12 12.05 4.8709
12 24.15 1.1878
1 0 0.010658
1 0.25 1.3019
1 0.57 2.6062
1 1.12 5.6133
1 2.02 6.3705
1 3.82 7.0542
1 5.1 5.6346
1 7.03 5.1517
1 9.05 3.7761
1 12.12 2.851
1 24.37 0.83043
2 0 -0.3822
2 0.27 3.9523
2 0.52 5.9635
2 1 7.9525
2 1.92 6.9677
2 3.5 6.724
2 5.02 5.5471
2 7.03 4.2634
2 9 4.3993
2 12 3.2941
2 24.3 0.86991
3 0 0.39994
3 0.27 5.087
3 0.58 8.2261
3 1.02 8.8829
3 2.02 9.8251
3 3.62 7.6985
3 5.08 7.6607
3 7.07 6.1736
3 9 4.2788
3 12.15 3.2218
3 24.17 1.4959
4 0 0.20674
4 0.35 6.0618
4 0.6 6.2822
4 1.07 7.4803
4 2.13 11.006
4 3.5 8.3571
4 5.02 8.7665
4 7.02 7.4816
4 9.02 7.494
4 11.98 5.725
4 24.65 2.226
5 0 0.040457
5 0.3 1.2961
5 0.52 2.349
5 1 4.0319
5 2.02 6.2516
5 3.5 8.1608
5 5.02 7.8836
5 7.02 7.7606
5 9.1 6.3405
5 12 4.7359
5 24.35 2.1558
6 0 0.0093328
6 0.27 3.946
6 0.58 6.6855
6 1.15 8.3974
6 2.03 4.8399
6 3.57 5.6011
6 5 4.2534
6 7 3.8692
6 9.22 3.2588
6 12.1 1.8457
6 23.85 1.0697
7 0 0.38499
7 0.25 5.3089
7 0.5 9.2402
7 1.02 9.0526
7 2.02 9.2203
7 3.48 6.4232
7 5 7.1758
7 6.98 6.3619
7 9 5.831
7 12.05 4.4079
7 24.22 1.6707
8 0 -0.21259
8 0.25 6.4287
8 0.52 6.6733
8 0.98 7.1213
8 2.02 7.2391
8 3.53 8.034
8 5.05 6.1511
8 7.15 6.2079
8 9.07 5.9374
8 12.1 3.3423
8 24.12 0.65494
9 0 0.32417
9 0.3 1.8061
9 0.63 4.1355
9 1.05 5.5196
9 2.02 3.575
9 3.53 3.7259
9 5.02 2.4082
9 7.17 2.4477
9 8.8 1.8165
9 11.6 1.6193
9 24.43 0.085009
10 0 -0.40991
10 0.37 6.3682
10 0.77 8.6179
10 1.02 9.8749
10 2.05 9.896
10 3.55 10.551
10 5.05 7.5096
10 7.08 9.1899
10 9.38 7.4082
10 12.1 5.4178
10 23.7 2.8082
11 0 0.097391
11 0.25 6.6695
11 0.5 8.0024
11 0.98 6.4714
11 1.98 6.98
11 3.6 4.06
11 5.02 5.8214
11 7.03 3.1631
11 9.03 3.638
11 12.12 2.6036
11 24.08 0.69374
12 0 -0.040276
12 0.25 3.3087
12 0.5 4.1232
12 1 7.1672
12 2 11.854
12 3.52 11.747
12 5.07 13.035
12 7.07 9.6299
12 9.03 8.3138
12 12.05 6.4628
12 24.15 3.2671
1 0 0.24793
1 0.25 3.089
1 0.57 6.0143
1 1.12 6.3185
1 2.02 6.9787
1 3.82 7.7202
1 5.1 5.174
1 7.03 5.0777
1 9.05 3.7503
1 12.12 2.9762
1 24.37 0.89437
2 0 -0.28588
2 0.27 5.6556
2 0.52 8.8024
2 1 9.2801
2 1.92 8.6704
2 3.5 9.8111
2 5.02 8.3714
2 7.03 6.8158
2 9 5.3307
2 12 4.2009
2 24.3 1.4498
3 0 -0.01078
3 0.27 2.0425
3 0.58 5.2756
3 1.02 6.0478
3 2.02 8.0136
3 3.62 7.7445
3 5.08 5.6454
3 7.07 5.4072
3 9 4.5835
3 12.15 3.4977
3 24.17 1.3854
4 0 0.029369
4 0.35 3.9067
4 0.6 5.244
4 1.07 7.404
4 2.13 6.4717
4 3.5 7.3516
4 5.02 6.2748
4 7.02 5.0766
4 9.02 3.8333
4 11.98 2.6955
4 24.65 0.93027
5 0 -0.22764
5 0.3 2.9555
5 0.52 4.5878
5 1 8.8376
5 2.02 10.37
5 3.5 9.4901
5 5.02 6.7056
5 7.02 6.0938
5 9.1 4.3635
5 12 4.1509
5 24.35 1.2828
6 0 -0.12681
6 0.27 2.5352
6 0.58 4.4946
6 1.15 5.4506
6 2.03 7.4133
6 3.57 8.716
6 5 4.8614
6 7 5.8112
6 9.22 3.6521
6 12.1 3.6128
6 23.85 1.4986
7 0 -0.021638
7 0.25 1.7163
7 0.5 2.8903
7 1.02 3.5181
7 2.02 5.3932
7 3.48 4.8456
7 5 4.976
7 6.98 3.7958
7 9 3.1705
7 12.05 2.3251
7 24.22 0.25763
8 0 -0.055278
8 0.25 1.1442
8 0.52 2.9073
8 0.98 3.5397
8 2.02 5.6143
8 3.53 6.6581
8 5.05 7.6192
8 7.15 8.1339
8 9.07 6.0058
8 12.1 3.8578
8 24.12 1.6771
9 0 -0.12738
9 0.3 1.3509
9 0.63 3.0191
9 1.05 3.7511
9 2.02 4.1273
9 3.53 5.0551
9 5.02 3.2403
9 7.17 2.6121
9 8.8 2.0862
9 11.6 2.3884
9 24.43 0.24113
10 0 -0.077363
10 0.37 1.7695
10 0.77 1.8099
10 1.02 3.4158
10 2.05 6.343
10 3.55 7.5936
10 5.05 8.435
10 7.08 9.0427
10 9.38 6.4845
10 12.1 5.7855
10 23.7 3.0009
11 0 -0.15048
11 0.25 1.4954
11 0.5 2.7747
11 0.98 4.3897
11 1.98 8.8669
11 3.6 8.1986
11 5.02 6.0306
11 7.03 5.2738
11 9.03 4.045
11 12.12 2.4568
11 24.08 0.83876
12 0 -0.12005
12 0.25 4.0998
12 0.5 6.2314
12 1 7.5221
12 2 8.5801
12 3.52 10.033
12 5.07 7.1591
12 7.07 6.6153
12 9.03 4.7589
12 12.05 3.6725
12 24.15 1.4842
1 0 -0.1281
1 0.25 0.36876
1 0.57 2.4745
1 1.12 5.849
1 2.02 5.0617
1 3.82 6.6163
1 5.1 5.9124
1 7.03 5.0179
1 9.05 4.4037
1 12.12 2.9652
1 24.37 1.0505
2 0 -0.27169
2 0.27 2.058
2 0.52 4.7171
2 1 7.1199
2 1.92 5.7568
2 3.5 6.4282
2 5.02 5.2422
2 7.03 3.9177
2 9 2.6551
2 12 2.105
2 24.3 1.1183
3 0 -0.0037609
3 0.27 1.9738
3 0.58 3.5189
3 1.02 4.8624
3 2.02 8.0542
3 3.62 11.154
3 5.08 10.413
3 7.07 8.227
3 9 8.2238
3 12.15 6.6051
3 24.17 2.4609
4 0 -0.081215
4 0.35 4.2426
4 0.6 5.6815
4 1.07 8.2043
4 2.13 8.9775
4 3.5 9.7587
4 5.02 9.0788
4 7.02 7.1334
4 9.02 7.0993
4 11.98 6.1197
4 24.65 2.3078
5 0 -0.20669
5 0.3 4.8428
5 0.52 7.8997
5 1 7.6685
5 2.02 10.809
5 3.5 8.3537
5 5.02 7.8835
5 7.02 8.0495
5 9.1 4.7414
5 12 4.4315
5 24.35 0.95726
6 0 -0.22055
6 0.27 6.1517
6 0.58 8.378
6 1.15 7.4292
6 2.03 7.7312
6 3.57 6.9356
6 5 5.9752
6 7 5.1356
6 9.22 4.4762
6 12.1 4.2851
6 23.85 1.5015
7 0 0.23682
7 0.25 1.9541
7 0.5 2.6118
7 1.02 5.5399
7 2.02 8.1707
7 3.48 10.457
7 5 8.0658
7 6.98 9.069
7 9 6.0616
7 12.05 6.1039
7 24.22 2.0278
8 0 0.25529
8 0.25 1.1208
8 0.52 2.7309
8 0.98 3.7732
8 2.02 5.3479
8 3.53 4.3203
8 5.05 7.1589
8 7.15 6.6081
8 9.07 4.3144
8 12.1 3.7356
8 24.12 1.4799
9 0 -0.16316
9 0.3 1.5165
9 0.63 2.3483
9 1.05 3.6812
9 2.02 4.5716
9 3.53 5.9015
9 5.02 5.0277
9 7.17 3.3832
9 8.8 3.8968
9 11.6 2.9845
9 24.43 1.0579
10 0 -0.0064942
10 0.37 6.9879
10 0.77 11.198
10 1.02 7.6375
10 2.05 9.0031
10 3.55 7.5694
10 5.05 7.5489
10 7.08 7.4237
10 9.38 4.7625
10 12.1 3.9556
10 23.7 1.0531
11 0 -0.040163
11 0.25 1.3719
11 0.5 4.3929
11 0.98 5.8702
11 1.98 5.7486
11 3.6 6.7442
11 5.02 8.1828
11 7.03 4.2119
11 9.03 4.9865
11 12.12 3.6211
11 24.08 0.93857
12 0 0.16354
12 0.25 7.098
12 0.5 11.941
12 1 12.127
12 2 7.9001
12 3.52 9.602
12 5.07 5.2058
12 7.07 6.3427
12 9.03 4.4801
12 12.05 4.9347
12 24.15 1.4029
1 0 0.40456
1 0.25 5.913
1 0.57 6.7557
1 1.12 8.7071
1 2.02 10.161
1 3.82 7.3038
1 5.1 6.3053
1 7.03 6.8591
1 9.05 6.3125
1 12.12 4.0351
1 24.37 1.2607
2 0 -0.21976
2 0.27 2.3151
2 0.52 5.8985
2 1 8.7079
2 1.92 9.6137
2 3.5 8.7762
2 5.02 8.3966
2 7.03 7.3716
2 9 6.3389
2 12 5.6565
2 24.3 1.781
3 0 0.74948
3 0.27 4.6209
3 0.58 6.8751
3 1.02 9.7343
3 2.02 10.893
3 3.62 6.7561
3 5.08 8.817
3 7.07 5.8187
3 9 4.7581
3 12.15 4.5096
3 24.17 2.5266
4 0 -0.21184
4 0.35 3.5071
4 0.6 5.4077
4 1.07 6.2267
4 2.13 8.3191
4 3.5 6.7585
4 5.02 4.4478
4 7.02 4.3247
4 9.02 2.9307
4 11.98 2.3503
4 24.65 0.89435
5 0 0.28681
5 0.3 4.7171
5 0.52 7.7956
5 1 9.5364
5 2.02 10.182
5 3.5 10.044
5 5.02 9.6872
5 7.02 8.0492
5 9.1 4.6904
5 12 4.9161
5 24.35 1.1121
6 0 0.01094
6 0.27 2.1995
6 0.58 2.6377
6 1.15 5.1168
6 2.03 6.3528
6 3.57 8.4033
6 5 6.4339
6 7 7.6264
6 9.22 3.5489
6 12.1 4.5154
6 23.85 1.2743
7 0 0.1799
7 0.25 6.8982
7 0.5 9.1838
7 1.02 8.6069
7 2.02 9.6428
7 3.48 6.991
7 5 6.0219
7 6.98 5.3318
7 9 4.7091
7 12.05 2.6021
7 24.22 0.75423
8 0 0.29809
8 0.25 2.8333
8 0.52 5.2996
8 0.98 8.0876
8 2.02 8.9093
8 3.53 9.1604
8 5.05 7.7622
8 7.15 4.8815
8 9.07 5.6114
8 12.1 3.1236
8 24.12 1.6777
9 0 0.076259
9 0.3 4.6714
9 0.63 6.1697
9 1.05 7.0208
9 2.02 6.3465
9 3.53 5.4373
9 5.02 5.0545
9 7.17 5.7895
9 8.8 3.7319
9 11.6 3.3686
9 24.43 1.9807
10 0 0.3993
10 0.37 10.985
10 0.77 11.512
10 1.02 10.881
10 2.05 9.709
10 3.55 10.262
10 5.05 8.2309
10 7.08 5.6879
10 9.38 4.0416
10 12.1 3.5337
10 23.7 1.2288
11 0 0.41579
11 0.25 3.2587
11 0.5 5.4512
11 0.98 7.6623
11 1.98 8.4188
